,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,name_len
20087,Staten Island,Concord,Private room,32,4,30,1.2,7,342,31
20088,Staten Island,South Beach,Private room,35,4,10,0.34,7,323,26
20089,Manhattan,Midtown,Private room,649,3,1,0.03,12,365,49
20090,Staten Island,Concord,Private room,32,4,23,0.87,7,312,22
20091,Queens,Astoria,Private room,85,2,57,1.86,2,306,32
20092,Manhattan,Midtown,Private room,699,3,1,0.03,12,365,43
20093,Manhattan,Midtown,Private room,799,3,1,0.03,12,365,26
20094,Brooklyn,Carroll Gardens,Entire home/apt,290,6,3,0.1,1,0,48
20095,Brooklyn,Williamsburg,Entire home/apt,145,3,43,1.36,1,5,43
20096,Manhattan,Kips Bay,Entire home/apt,199,5,53,1.67,1,0,47
20097,Manhattan,Chelsea,Entire home/apt,200,4,31,1.31,1,291,28
20098,Manhattan,Chelsea,Entire home/apt,181,1,158,5.08,1,173,20
20099,Brooklyn,Greenpoint,Private room,75,5,1,0.05,1,0,38
20100,Brooklyn,South Slope,Entire home/apt,130,4,1,0.03,1,0,31
20101,Queens,Corona,Entire home/apt,125,1,16,0.52,1,157,50
20102,Manhattan,Greenwich Village,Entire home/apt,300,5,0,1.3732214298586884,1,0,33
20103,Manhattan,Upper East Side,Entire home/apt,250,2,10,0.33,1,0,49
20104,Manhattan,East Harlem,Entire home/apt,175,1,8,0.29,1,66,29
20105,Brooklyn,Greenpoint,Private room,59,20,7,0.27,3,342,42
20106,Brooklyn,Williamsburg,Entire home/apt,180,4,63,2.02,1,1,46
20107,Brooklyn,Boerum Hill,Private room,250,5,0,1.3732214298586884,4,50,47
20108,Brooklyn,Canarsie,Shared room,40,2,4,0.13,2,3,41
20109,Manhattan,Chelsea,Entire home/apt,156,5,4,0.13,1,0,41
20110,Manhattan,Midtown,Entire home/apt,500,2,4,0.13,1,91,50
20111,Manhattan,Washington Heights,Private room,65,2,55,5.54,1,5,14
20112,Manhattan,Washington Heights,Entire home/apt,68,150,4,0.25,19,338,50
20113,Manhattan,Upper West Side,Private room,60,14,1,0.04,1,0,44
20114,Manhattan,East Harlem,Entire home/apt,150,7,4,0.3,1,127,37
20115,Brooklyn,Fort Greene,Entire home/apt,265,31,33,1.2,1,281,48
20116,Manhattan,Midtown,Entire home/apt,279,5,3,0.1,1,0,38
20117,Staten Island,Arrochar,Private room,105,1,12,0.39,1,89,20
20118,Manhattan,Harlem,Entire home/apt,110,2,60,1.92,1,47,45
20119,Brooklyn,Greenpoint,Entire home/apt,130,4,10,0.33,1,0,30
20120,Manhattan,Upper East Side,Entire home/apt,500,2,1,0.03,1,0,49
20121,Staten Island,Tompkinsville,Private room,34,3,24,0.78,3,159,45
20122,Brooklyn,Bedford-Stuyvesant,Private room,75,2,55,1.95,1,0,31
20123,Manhattan,East Village,Private room,49,3,1,0.04,2,0,45
20124,Brooklyn,Cypress Hills,Private room,65,3,22,0.7,1,89,46
20125,Brooklyn,Borough Park,Private room,65,3,8,0.26,2,40,46
20126,Brooklyn,Williamsburg,Entire home/apt,300,7,2,0.09,1,352,31
20127,Manhattan,Upper West Side,Private room,100,3,38,1.21,1,14,49
20128,Brooklyn,Bedford-Stuyvesant,Private room,55,1,1,0.03,1,6,45
20129,Brooklyn,Bushwick,Private room,70,2,16,0.87,1,29,43
20130,Brooklyn,Clinton Hill,Private room,49,5,16,0.53,1,0,40
20131,Brooklyn,Bedford-Stuyvesant,Private room,50,30,11,0.36,4,79,42
20132,Brooklyn,Prospect Heights,Entire home/apt,158,30,7,0.26,3,37,37
20133,Brooklyn,Bushwick,Private room,50,4,0,1.3732214298586884,2,0,31
20134,Brooklyn,Bushwick,Private room,120,3,1,0.03,1,0,42
20135,Manhattan,Harlem,Private room,44,2,45,1.43,1,18,19
20136,Brooklyn,Williamsburg,Entire home/apt,150,4,19,0.62,1,80,35
20137,Brooklyn,Bedford-Stuyvesant,Entire home/apt,209,2,7,0.23,1,201,19
20138,Manhattan,Greenwich Village,Entire home/apt,200,5,1,0.06,1,36,18
20139,Brooklyn,Crown Heights,Private room,30,3,1,0.03,1,0,49
20140,Manhattan,Harlem,Private room,80,2,10,0.32,1,8,41
20141,Queens,Sunnyside,Private room,135,7,1,0.03,1,0,47
20142,Brooklyn,Park Slope,Entire home/apt,250,3,54,1.72,1,0,48
20143,Manhattan,East Harlem,Private room,100,29,4,0.18,2,66,33
20144,Brooklyn,Crown Heights,Private room,50,4,28,0.95,1,0,30
20145,Manhattan,Harlem,Private room,110,2,137,4.37,1,102,47
20146,Queens,Elmhurst,Private room,30,1,106,3.36,8,142,38
20147,Brooklyn,Williamsburg,Entire home/apt,160,2,11,0.35,1,0,35
20148,Manhattan,Nolita,Entire home/apt,295,5,36,1.4,1,16,46
20149,Manhattan,Midtown,Private room,699,3,2,0.06,12,365,48
20150,Brooklyn,Williamsburg,Private room,60,2,7,0.23,5,0,28
20151,Bronx,Bronxdale,Private room,45,5,30,0.98,2,318,31
20152,Brooklyn,Crown Heights,Private room,29,2,97,3.07,5,145,46
20153,Manhattan,Washington Heights,Private room,80,1,11,0.6,1,31,35
20154,Manhattan,East Harlem,Entire home/apt,265,3,111,3.53,1,155,43
20155,Manhattan,East Harlem,Entire home/apt,225,5,6,0.38,1,0,24
20156,Manhattan,Harlem,Entire home/apt,210,2,4,0.13,2,0,45
20157,Manhattan,East Village,Entire home/apt,220,5,46,1.81,1,92,33
20158,Bronx,Woodlawn,Private room,68,2,1,0.07,2,39,31
20159,Brooklyn,Bushwick,Entire home/apt,135,3,5,0.2,1,0,34
20160,Manhattan,Harlem,Entire home/apt,130,2,133,4.21,2,21,40
20161,Manhattan,Nolita,Private room,110,3,0,1.3732214298586884,1,0,33
20162,Brooklyn,Bushwick,Entire home/apt,140,3,0,1.3732214298586884,2,0,40
20163,Queens,Forest Hills,Private room,60,1,0,1.3732214298586884,1,0,41
20164,Manhattan,Harlem,Entire home/apt,400,2,3,0.1,4,180,44
20165,Brooklyn,Brooklyn Heights,Entire home/apt,200,4,71,2.3,1,230,29
20166,Brooklyn,Bedford-Stuyvesant,Entire home/apt,76,30,7,0.27,3,310,48
20167,Brooklyn,Williamsburg,Entire home/apt,200,2,9,0.29,1,0,30
20168,Brooklyn,East Flatbush,Shared room,25,30,10,0.32,4,332,35
20169,Brooklyn,Williamsburg,Private room,90,1,0,1.3732214298586884,1,0,25
20170,Manhattan,Midtown,Private room,799,2,1,0.03,12,365,44
20171,Brooklyn,Williamsburg,Private room,45,3,31,1.01,1,0,36
20172,Manhattan,West Village,Entire home/apt,800,5,0,1.3732214298586884,1,88,37
20173,Manhattan,Financial District,Private room,176,3,123,3.9,3,17,48
20174,Brooklyn,Williamsburg,Private room,85,6,7,0.23,2,19,47
20175,Brooklyn,East Flatbush,Private room,21,5,4,0.15,1,0,28
20176,Brooklyn,Brownsville,Entire home/apt,129,2,73,2.34,1,82,21
20177,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,3,0,1.3732214298586884,1,0,46
20178,Brooklyn,South Slope,Private room,145,4,0,1.3732214298586884,1,0,49
20179,Manhattan,Financial District,Private room,113,3,131,4.21,3,12,31
20180,Brooklyn,Williamsburg,Entire home/apt,199,3,1,0.03,1,0,43
20181,Bronx,Castle Hill,Entire home/apt,86,2,86,2.76,1,171,23
20182,Queens,Astoria,Entire home/apt,95,2,9,0.29,1,212,40
20183,Manhattan,Upper East Side,Private room,100,2,14,0.46,1,0,49
20184,Manhattan,Nolita,Entire home/apt,199,3,3,0.1,1,0,32
20185,Manhattan,Financial District,Private room,146,3,104,3.31,3,7,50
20186,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,73,2.33,1,228,46
20187,Manhattan,Lower East Side,Private room,98,2,76,2.42,1,46,46
20188,Brooklyn,Bedford-Stuyvesant,Entire home/apt,25,2,50,1.65,1,6,48
20189,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,51,1.76,1,83,50
20190,Manhattan,Upper West Side,Entire home/apt,200,2,3,0.1,1,0,41
20191,Queens,Fresh Meadows,Entire home/apt,94,1,18,0.6,3,173,47
20192,Manhattan,East Village,Entire home/apt,150,5,8,0.26,1,0,47
20193,Brooklyn,Bushwick,Private room,85,4,4,0.13,2,8,48
20194,Brooklyn,Williamsburg,Private room,110,1,77,2.51,2,39,47
20195,Manhattan,Chelsea,Entire home/apt,60,1,124,3.94,1,86,39
20196,Manhattan,Upper East Side,Private room,48,30,7,0.26,10,342,28
20197,Manhattan,Upper West Side,Private room,110,1,1,0.03,1,0,14
20198,Brooklyn,Bedford-Stuyvesant,Private room,60,2,37,1.18,1,90,50
20199,Brooklyn,Flatbush,Entire home/apt,72,1,15,3.13,1,1,49
20200,Manhattan,Harlem,Entire home/apt,120,4,22,0.71,1,0,44
20201,Manhattan,Harlem,Private room,58,4,131,4.17,2,115,34
20202,Manhattan,Chelsea,Entire home/apt,150,3,2,0.08,1,0,50
20203,Queens,Ridgewood,Private room,40,2,20,0.64,1,0,41
20204,Manhattan,Midtown,Entire home/apt,1200,1,36,1.64,1,354,37
20205,Manhattan,Upper East Side,Entire home/apt,89,30,11,0.4,16,261,42
20206,Brooklyn,Williamsburg,Private room,55,4,3,0.1,1,0,31
20207,Queens,Astoria,Entire home/apt,150,5,2,0.07,2,0,29
20208,Brooklyn,Williamsburg,Private room,99,1,230,7.28,3,353,42
20209,Queens,Flushing,Private room,38,1,69,2.19,4,0,28
20210,Manhattan,West Village,Entire home/apt,500,3,21,0.73,1,365,28
20211,Manhattan,Kips Bay,Entire home/apt,142,30,9,0.3,91,342,36
20212,Manhattan,Upper East Side,Private room,114,1,40,1.28,3,324,49
20213,Brooklyn,Williamsburg,Entire home/apt,175,2,21,0.81,1,313,35
20214,Manhattan,West Village,Entire home/apt,350,2,5,0.16,1,0,49
20215,Manhattan,East Harlem,Private room,60,5,1,0.03,1,0,31
20216,Brooklyn,Bedford-Stuyvesant,Private room,75,1,0,1.3732214298586884,2,0,31
20217,Queens,Middle Village,Entire home/apt,85,30,0,1.3732214298586884,1,280,41
20218,Manhattan,Washington Heights,Private room,100,2,4,0.13,1,0,34
20219,Brooklyn,Williamsburg,Private room,60,3,21,0.72,1,0,43
20220,Bronx,Kingsbridge,Private room,80,30,0,1.3732214298586884,1,365,8
20221,Manhattan,Stuyvesant Town,Private room,85,3,16,0.51,1,9,42
20222,Brooklyn,Prospect-Lefferts Gardens,Private room,36,7,8,0.26,1,0,34
20223,Manhattan,East Harlem,Private room,150,1,56,1.79,1,272,34
20224,Manhattan,Chelsea,Entire home/apt,330,2,124,3.94,1,317,21
20225,Brooklyn,Sunset Park,Private room,54,1,18,0.61,8,241,49
20226,Brooklyn,Williamsburg,Private room,35,3,0,1.3732214298586884,1,0,32
20227,Brooklyn,Sunset Park,Private room,53,1,18,0.63,8,360,38
20228,Brooklyn,Williamsburg,Entire home/apt,175,2,44,1.43,1,3,50
20229,Brooklyn,Sunset Park,Private room,48,1,10,0.71,8,240,37
20230,Brooklyn,Sunset Park,Private room,39,3,23,0.82,8,137,49
20231,Queens,Elmhurst,Private room,70,1,8,0.26,1,302,31
20232,Brooklyn,Bedford-Stuyvesant,Private room,29,60,13,0.42,4,51,49
20233,Manhattan,Chinatown,Entire home/apt,120,20,4,0.13,1,0,24
20234,Queens,Jamaica,Entire home/apt,125,3,42,1.85,3,348,31
20235,Manhattan,Harlem,Entire home/apt,100,4,62,2.1,1,80,37
20236,Bronx,Fordham,Private room,79,3,73,2.79,4,69,44
20237,Brooklyn,Williamsburg,Private room,70,20,3,0.15,4,275,33
20238,Brooklyn,Flatbush,Private room,95,3,14,0.46,2,0,17
20239,Brooklyn,Bedford-Stuyvesant,Entire home/apt,77,2,51,3.1,1,5,49
20240,Brooklyn,Prospect-Lefferts Gardens,Private room,75,1,3,0.1,1,0,41
20241,Brooklyn,Williamsburg,Entire home/apt,210,4,0,1.3732214298586884,1,0,46
20242,Manhattan,Chinatown,Private room,80,2,152,5.01,1,105,11
20243,Queens,Sunnyside,Entire home/apt,120,2,78,2.55,3,135,49
20244,Brooklyn,Williamsburg,Entire home/apt,175,2,71,2.35,1,68,41
20245,Brooklyn,Bushwick,Private room,82,2,0,1.3732214298586884,1,0,24
20246,Brooklyn,Cobble Hill,Private room,114,1,2,0.09,2,0,50
20247,Brooklyn,South Slope,Private room,93,2,34,1.11,1,34,35
20248,Manhattan,Morningside Heights,Private room,55,6,0,1.3732214298586884,1,0,45
20249,Manhattan,Harlem,Entire home/apt,199,30,16,0.57,1,150,35
20250,Manhattan,Nolita,Entire home/apt,387,1,0,1.3732214298586884,1,0,45
20251,Brooklyn,Williamsburg,Entire home/apt,150,7,0,1.3732214298586884,1,0,45
20252,Brooklyn,Williamsburg,Private room,58,1,1,0.03,1,0,45
20253,Brooklyn,Williamsburg,Entire home/apt,185,8,2,0.07,1,59,37
20254,Manhattan,Upper East Side,Private room,90,3,7,0.22,3,0,29
20255,Queens,Astoria,Private room,50,1,5,0.16,1,0,35
20256,Manhattan,Morningside Heights,Entire home/apt,189,2,1,0.03,1,0,50
20257,Brooklyn,Bedford-Stuyvesant,Private room,50,5,5,0.17,1,0,44
20258,Manhattan,East Harlem,Entire home/apt,240,3,4,0.17,1,7,49
20259,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,131,2,20,0.73,2,0,34
20260,Brooklyn,Kensington,Private room,80,1,1,0.03,1,0,30
20261,Manhattan,Upper West Side,Entire home/apt,225,10,14,0.52,1,11,47
20262,Manhattan,Murray Hill,Entire home/apt,139,30,2,0.07,31,134,24
20263,Queens,Sunnyside,Private room,109,1,5,0.17,4,356,49
20264,Queens,East Elmhurst,Entire home/apt,165,2,32,1.03,1,55,36
20265,Manhattan,Roosevelt Island,Private room,45,2,1,0.03,1,0,50
20266,Brooklyn,Crown Heights,Private room,50,1,35,1.14,1,5,35
20267,Manhattan,Gramercy,Entire home/apt,90,30,5,0.16,1,154,17
20268,Staten Island,Tompkinsville,Private room,55,3,6,0.22,3,88,46
20269,Brooklyn,Williamsburg,Entire home/apt,130,5,1,0.03,1,0,49
20270,Manhattan,West Village,Entire home/apt,190,15,0,1.3732214298586884,1,0,36
20271,Brooklyn,Fort Greene,Entire home/apt,150,2,34,1.11,1,3,35
20272,Manhattan,Washington Heights,Private room,75,2,45,1.44,3,183,25
20273,Queens,Bayside,Private room,30,15,31,0.99,2,142,25
20274,Brooklyn,Gowanus,Entire home/apt,150,1,179,5.69,1,0,48
20275,Queens,Astoria,Private room,75,1,50,1.59,2,61,47
20276,Brooklyn,Bedford-Stuyvesant,Private room,30,7,0,1.3732214298586884,1,0,49
20277,Manhattan,Morningside Heights,Entire home/apt,110,7,1,0.05,1,0,30
20278,Brooklyn,Sunset Park,Private room,64,1,87,2.82,1,42,50
20279,Brooklyn,Williamsburg,Entire home/apt,135,2,29,0.93,1,82,50
20280,Brooklyn,Williamsburg,Private room,55,1,8,0.26,2,0,49
20281,Brooklyn,Williamsburg,Entire home/apt,165,1,3,0.12,1,0,47
20282,Manhattan,Upper East Side,Private room,132,1,14,0.51,3,326,44
20283,Brooklyn,Greenpoint,Entire home/apt,120,4,0,1.3732214298586884,1,0,47
20284,Brooklyn,Greenpoint,Private room,60,3,0,1.3732214298586884,1,0,43
20285,Brooklyn,Gowanus,Private room,169,1,34,1.09,8,364,40
20286,Manhattan,Midtown,Entire home/apt,119,3,0,1.3732214298586884,1,0,49
20287,Manhattan,Chelsea,Private room,120,3,0,1.3732214298586884,1,0,43
20288,Manhattan,East Harlem,Private room,77,3,30,0.98,1,90,50
20289,Manhattan,Lower East Side,Entire home/apt,200,1,26,0.95,2,317,42
20290,Brooklyn,Red Hook,Private room,85,2,68,2.22,1,69,50
20291,Manhattan,West Village,Entire home/apt,400,3,17,1.16,1,334,47
20292,Manhattan,Greenwich Village,Entire home/apt,200,1,12,8.18,1,206,50
20293,Queens,Ridgewood,Private room,30,15,0,1.3732214298586884,1,0,39
20294,Manhattan,East Village,Private room,80,3,110,3.48,1,11,36
20295,Brooklyn,Bedford-Stuyvesant,Shared room,68,3,0,1.3732214298586884,2,0,32
20296,Brooklyn,Williamsburg,Entire home/apt,108,3,3,0.1,1,0,44
20297,Manhattan,Upper West Side,Private room,75,2,3,0.1,1,0,44
20298,Manhattan,Upper East Side,Entire home/apt,91,2,2,0.06,1,0,44
20299,Staten Island,Great Kills,Entire home/apt,51,4,29,0.97,1,15,44
20300,Queens,Springfield Gardens,Private room,60,1,305,9.83,2,341,17
20301,Manhattan,Harlem,Entire home/apt,120,14,1,0.03,1,188,42
20302,Brooklyn,Crown Heights,Entire home/apt,110,30,1,0.03,1,0,48
20303,Brooklyn,Williamsburg,Entire home/apt,149,2,9,0.29,1,0,45
20304,Manhattan,Upper East Side,Entire home/apt,160,7,1,0.03,1,0,47
20305,Brooklyn,Kensington,Entire home/apt,90,7,2,0.07,1,0,36
20306,Brooklyn,Greenpoint,Entire home/apt,250,3,64,2.15,1,72,36
20307,Manhattan,Upper West Side,Entire home/apt,74,27,1,0.03,1,0,31
20308,Brooklyn,Williamsburg,Entire home/apt,230,31,2,0.06,1,0,48
20309,Brooklyn,Flatbush,Private room,90,1,2,0.09,2,0,47
20310,Brooklyn,East Flatbush,Entire home/apt,200,3,6,0.2,1,0,49
20311,Brooklyn,Bushwick,Private room,49,4,3,0.1,1,0,50
20312,Brooklyn,Crown Heights,Shared room,100,2,0,1.3732214298586884,1,364,17
20313,Manhattan,Morningside Heights,Private room,37,5,0,1.3732214298586884,1,0,38
20314,Brooklyn,Williamsburg,Private room,47,7,2,0.07,1,12,35
20315,Manhattan,Upper East Side,Entire home/apt,127,3,0,1.3732214298586884,1,0,35
20316,Queens,Jackson Heights,Private room,250,2,14,0.51,1,1,48
20317,Manhattan,Gramercy,Entire home/apt,250,3,1,0.04,1,0,50
20318,Brooklyn,Williamsburg,Entire home/apt,360,1,2,0.06,1,0,46
20319,Manhattan,Lower East Side,Entire home/apt,200,4,25,1.12,1,352,47
20320,Brooklyn,Sunset Park,Private room,50,7,1,0.04,1,0,47
20321,Queens,Arverne,Entire home/apt,85,2,99,3.15,1,56,48
20322,Brooklyn,Bedford-Stuyvesant,Private room,40,5,2,0.08,1,0,40
20323,Manhattan,East Village,Private room,85,4,20,0.65,1,12,41
20324,Brooklyn,Bedford-Stuyvesant,Private room,85,9,6,0.22,1,10,43
20325,Queens,East Elmhurst,Entire home/apt,239,3,12,0.55,2,266,21
20326,Brooklyn,Cobble Hill,Entire home/apt,700,4,3,0.24,1,89,49
20327,Brooklyn,Greenpoint,Private room,60,7,6,0.2,1,62,32
20328,Queens,Ditmars Steinway,Private room,87,3,3,0.1,2,343,23
20329,Brooklyn,Greenpoint,Private room,50,8,1,0.16,1,2,32
20330,Brooklyn,Williamsburg,Private room,85,2,4,0.13,1,0,40
20331,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,12,0.39,3,5,48
20332,Manhattan,West Village,Private room,90,1,32,1.04,2,0,46
20333,Queens,Arverne,Private room,69,1,25,0.81,4,156,38
20334,Manhattan,Chelsea,Entire home/apt,128,1,6,0.19,1,0,20
20335,Queens,Arverne,Entire home/apt,200,1,46,1.65,4,152,34
20336,Manhattan,West Village,Entire home/apt,220,28,2,0.08,1,365,49
20337,Brooklyn,Williamsburg,Private room,35,7,5,0.16,1,0,47
20338,Queens,Astoria,Entire home/apt,110,30,0,1.3732214298586884,1,0,49
20339,Manhattan,Midtown,Entire home/apt,300,3,0,1.3732214298586884,1,0,39
20340,Brooklyn,Clinton Hill,Entire home/apt,135,7,2,0.07,1,0,30
20341,Brooklyn,Bushwick,Private room,40,2,0,1.3732214298586884,1,0,42
20342,Brooklyn,Crown Heights,Private room,150,2,2,0.07,1,0,45
20343,Brooklyn,Bedford-Stuyvesant,Private room,35,15,0,1.3732214298586884,1,0,49
20344,Brooklyn,Williamsburg,Private room,38,21,13,0.42,1,26,49
20345,Brooklyn,Williamsburg,Private room,70,2,52,1.7,3,62,50
20346,Manhattan,Midtown,Private room,350,3,1,0.03,1,0,26
20347,Manhattan,Washington Heights,Private room,50,2,1,0.03,1,0,34
20348,Manhattan,Morningside Heights,Private room,68,5,0,1.3732214298586884,1,0,47
20349,Queens,Sunnyside,Private room,95,1,2,0.09,1,0,46
20350,Manhattan,Inwood,Private room,80,3,6,0.28,1,58,33
20351,Manhattan,Hell's Kitchen,Entire home/apt,150,1,21,0.67,1,0,33
20352,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,53,12,17,0.74,1,32,50
20353,Manhattan,Harlem,Private room,54,5,8,0.31,8,332,26
20354,Queens,Astoria,Entire home/apt,99,3,0,1.3732214298586884,1,0,34
20355,Queens,Elmhurst,Private room,53,1,9,0.29,4,0,50
20356,Brooklyn,Crown Heights,Entire home/apt,135,2,77,2.66,2,61,34
20357,Brooklyn,Bedford-Stuyvesant,Entire home/apt,525,2,1,0.03,4,189,23
20358,Manhattan,Washington Heights,Private room,50,2,3,0.1,1,0,25
20359,Brooklyn,Bedford-Stuyvesant,Private room,200,2,0,1.3732214298586884,4,189,35
20360,Brooklyn,Bedford-Stuyvesant,Private room,200,2,1,0.03,4,189,34
20361,Manhattan,Washington Heights,Entire home/apt,99,4,2,0.09,1,0,49
20362,Brooklyn,Fort Greene,Entire home/apt,145,30,0,1.3732214298586884,1,29,44
20363,Manhattan,Financial District,Private room,129,13,0,1.3732214298586884,1,0,50
20364,Brooklyn,Clinton Hill,Private room,80,2,4,0.13,1,10,34
20365,Queens,Elmhurst,Entire home/apt,150,1,150,4.82,6,255,50
20366,Queens,Elmhurst,Entire home/apt,120,1,134,4.36,6,249,44
20367,Manhattan,Chinatown,Entire home/apt,90,20,0,1.3732214298586884,1,0,34
20368,Brooklyn,Boerum Hill,Entire home/apt,123,30,5,0.16,21,343,30
20369,Manhattan,Chinatown,Entire home/apt,250,1,29,0.95,1,358,40
20370,Manhattan,Harlem,Private room,100,2,5,0.55,1,135,32
20371,Brooklyn,Williamsburg,Entire home/apt,100,28,0,1.3732214298586884,1,0,46
20372,Manhattan,Hell's Kitchen,Entire home/apt,250,3,31,1.14,2,295,32
20373,Manhattan,Hell's Kitchen,Entire home/apt,98,30,8,0.32,31,145,28
20374,Bronx,Norwood,Private room,60,2,3,0.1,1,364,27
20375,Manhattan,Chelsea,Entire home/apt,165,6,5,0.16,1,0,48
20376,Manhattan,Nolita,Private room,100,3,1,0.03,1,0,49
20377,Manhattan,Roosevelt Island,Private room,40,10,1,0.03,1,0,32
20378,Brooklyn,Bedford-Stuyvesant,Private room,37,1,93,3.0,2,2,42
20379,Manhattan,Harlem,Private room,75,2,121,3.89,1,3,49
20380,Brooklyn,Bushwick,Private room,39,2,9,0.29,3,79,38
20381,Brooklyn,Bedford-Stuyvesant,Private room,29,1,139,4.43,2,2,23
20382,Brooklyn,Bushwick,Private room,80,3,2,0.07,2,0,21
20383,Manhattan,Upper East Side,Private room,100,1,19,0.62,1,0,35
20384,Queens,Ridgewood,Private room,40,5,8,0.26,1,6,30
20385,Manhattan,Harlem,Private room,45,5,40,1.31,3,45,27
20386,Brooklyn,Bushwick,Entire home/apt,55,3,53,1.73,2,243,37
20387,Bronx,Kingsbridge,Private room,30,4,11,0.35,2,0,33
20388,Queens,East Elmhurst,Private room,48,1,510,16.22,5,341,49
20389,Brooklyn,East Flatbush,Private room,49,1,1,0.3,2,90,28
20390,Brooklyn,Greenpoint,Entire home/apt,135,5,13,0.48,1,159,50
20391,Manhattan,East Harlem,Entire home/apt,200,5,8,0.26,1,19,20
20392,Manhattan,East Village,Entire home/apt,850,3,0,1.3732214298586884,1,180,40
20393,Brooklyn,Crown Heights,Entire home/apt,300,2,11,0.38,1,9,34
20394,Brooklyn,Bushwick,Private room,70,3,1,0.03,1,0,46
20395,Manhattan,Lower East Side,Entire home/apt,225,4,8,0.26,1,0,49
20396,Brooklyn,Cypress Hills,Private room,80,2,17,0.7,1,353,19
20397,Brooklyn,Williamsburg,Private room,50,3,3,0.35,1,0,48
20398,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,91,3.02,1,48,31
20399,Manhattan,Washington Heights,Private room,54,3,1,0.03,1,0,49
20400,Brooklyn,Park Slope,Entire home/apt,125,3,22,0.72,2,0,46
20401,Bronx,Norwood,Private room,125,1,0,1.3732214298586884,1,0,50
20402,Brooklyn,Bedford-Stuyvesant,Private room,40,7,0,1.3732214298586884,1,0,47
20403,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,5,47,1.53,2,91,38
20404,Queens,Ridgewood,Private room,60,3,5,0.16,1,0,19
20405,Brooklyn,Bushwick,Private room,30,2,61,1.95,1,26,46
20406,Brooklyn,Fort Greene,Private room,150,2,0,1.3732214298586884,1,0,16
20407,Staten Island,West Brighton,Private room,55,2,30,0.96,5,61,47
20408,Manhattan,East Village,Private room,79,2,19,0.67,2,244,33
20409,Manhattan,East Village,Entire home/apt,425,30,0,1.3732214298586884,1,179,41
20410,Brooklyn,Crown Heights,Entire home/apt,85,3,7,0.38,1,20,36
20411,Manhattan,Upper West Side,Private room,80,1,47,1.5,2,0,47
20412,Staten Island,West Brighton,Private room,55,2,64,2.04,5,348,48
20413,Manhattan,Harlem,Private room,66,3,78,2.49,1,55,32
20414,Brooklyn,Greenpoint,Entire home/apt,135,3,14,0.46,1,0,38
20415,Brooklyn,Crown Heights,Entire home/apt,140,4,47,1.66,1,5,48
20416,Manhattan,Harlem,Private room,52,7,3,0.13,8,326,32
20417,Brooklyn,Greenpoint,Entire home/apt,130,3,0,1.3732214298586884,1,0,49
20418,Manhattan,Hell's Kitchen,Entire home/apt,130,2,77,3.63,1,9,43
20419,Manhattan,Chelsea,Entire home/apt,585,3,7,0.23,1,0,43
